6.100000000000000000e+01,2.280000000000000071e+01,-1.600000000000000089e+00
5.400000000000000000e+01,2.010000000000000142e+01,-1.500000000000000000e+00
4.900000000000000000e+01,1.820000000000000284e+01,-1.400000000000000133e+00
4.300000000000000000e+01,1.600000000000000000e+01,-1.200000000000000178e+00
3.900000000000000000e+01,1.460000000000000142e+01,-1.000000000000000000e+00
3.400000000000000000e+01,1.290000000000000213e+01,-7.000000000000000666e-01
3.000000000000000000e+01,1.159999999999999964e+01,-4.000000000000000222e-01
2.400000000000000000e+01,9.500000000000001776e+00,-1.000000000000000056e-01
1.800000000000000000e+01,7.200000000000000178e+00,0.000000000000000000e+00
1.200000000000000000e+01,5.000000000000000888e+00,2.000000000000000111e-01
7.000000000000000000e+00,3.200000000000000178e+00,4.000000000000000222e-01
2.000000000000000000e+00,1.300000000000000044e+00,5.000000000000000000e-01
-3.000000000000000000e+00,-6.000000000000000888e-01,6.000000000000000888e-01
-7.000000000000000000e+00,-2.300000000000000266e+00,5.000000000000000000e-01
-1.000000000000000000e+01,-3.399999999999999911e+00,6.000000000000000888e-01
-1.300000000000000000e+01,-4.500000000000000000e+00,7.000000000000000666e-01
-1.500000000000000000e+01,-5.200000000000000178e+00,8.000000000000000444e-01
-1.800000000000000000e+01,-6.299999999999999822e+00,9.000000000000000222e-01
-1.900000000000000000e+01,-6.600000000000000533e+00,1.000000000000000000e+00
-2.100000000000000000e+01,-7.200000000000000178e+00,1.200000000000000178e+00
-2.300000000000000000e+01,-7.900000000000001243e+00,1.300000000000000044e+00
-2.400000000000000000e+01,-8.100000000000001421e+00,1.500000000000000000e+00
-2.700000000000000000e+01,-9.100000000000001421e+00,1.700000000000000178e+00
-2.800000000000000000e+01,-9.300000000000000711e+00,1.900000000000000133e+00
-2.800000000000000000e+01,-9.100000000000001421e+00,2.100000000000000089e+00
-2.700000000000000000e+01,-8.500000000000000000e+00,2.300000000000000266e+00
-2.500000000000000000e+01,-7.500000000000000000e+00,2.500000000000000000e+00
-2.400000000000000000e+01,-6.900000000000001243e+00,2.700000000000000178e+00
-2.200000000000000000e+01,-5.800000000000000711e+00,3.000000000000000000e+00
-1.900000000000000000e+01,-4.400000000000000355e+00,3.200000000000000178e+00
-1.600000000000000000e+01,-2.900000000000000355e+00,3.500000000000000000e+00
-1.400000000000000000e+01,-1.900000000000000355e+00,3.700000000000000178e+00
-1.400000000000000000e+01,-1.600000000000000533e+00,4.000000000000000000e+00
-1.500000000000000000e+01,-1.700000000000000178e+00,4.299999999999999822e+00
-1.700000000000000000e+01,-2.300000000000000711e+00,4.500000000000000000e+00
-2.000000000000000000e+01,-3.199999999999999289e+00,4.800000000000000711e+00
-2.500000000000000000e+01,-5.000000000000000000e+00,5.000000000000000000e+00
-3.000000000000000000e+01,-6.799999999999999822e+00,5.200000000000000178e+00
-3.500000000000000000e+01,-8.699999999999999289e+00,5.300000000000000711e+00
-4.000000000000000000e+01,-1.039999999999999858e+01,5.600000000000000533e+00
-4.300000000000000000e+01,-1.139999999999999858e+01,5.800000000000000711e+00
-4.600000000000000000e+01,-1.220000000000000284e+01,6.200000000000000178e+00
-4.500000000000000000e+01,-1.150000000000000000e+01,6.500000000000000000e+00
-4.200000000000000000e+01,-9.800000000000000711e+00,7.000000000000000000e+00
-3.800000000000000000e+01,-7.800000000000000711e+00,7.400000000000000355e+00
-3.200000000000000000e+01,-4.800000000000000711e+00,8.000000000000000000e+00
-2.600000000000000000e+01,-1.800000000000000711e+00,8.599999999999999645e+00
-2.000000000000000000e+01,1.099999999999999645e+00,9.099999999999999645e+00
-1.400000000000000000e+01,4.100000000000000533e+00,9.700000000000001066e+00
-1.100000000000000000e+01,5.900000000000000355e+00,1.030000000000000071e+01
-9.000000000000000000e+00,7.200000000000001066e+00,1.080000000000000071e+01
-1.000000000000000000e+01,7.400000000000000355e+00,1.140000000000000036e+01
-1.300000000000000000e+01,6.799999999999999822e+00,1.200000000000000000e+01
-1.600000000000000000e+01,6.099999999999999645e+00,1.250000000000000000e+01
-2.100000000000000000e+01,4.700000000000001066e+00,1.310000000000000142e+01
-2.500000000000000000e+01,3.600000000000001421e+00,1.360000000000000142e+01
-2.900000000000000000e+01,2.599999999999999645e+00,1.420000000000000107e+01
-3.100000000000000000e+01,2.300000000000000711e+00,1.470000000000000107e+01
-3.200000000000000000e+01,2.400000000000000355e+00,1.520000000000000107e+01
-3.000000000000000000e+01,3.600000000000001421e+00,1.560000000000000142e+01
-2.700000000000000000e+01,5.300000000000000711e+00,1.610000000000000142e+01
-2.400000000000000000e+01,6.800000000000000711e+00,1.640000000000000213e+01
-2.000000000000000000e+01,8.699999999999999289e+00,1.669999999999999929e+01
-1.500000000000000000e+01,1.090000000000000213e+01,1.690000000000000213e+01
-1.000000000000000000e+01,1.319999999999999929e+01,1.719999999999999929e+01
-7.000000000000000000e+00,1.469999999999999929e+01,1.750000000000000000e+01
-4.000000000000000000e+00,1.619999999999999929e+01,1.780000000000000071e+01
-2.000000000000000000e+00,1.730000000000000071e+01,1.810000000000000142e+01
0.000000000000000000e+00,1.840000000000000213e+01,1.840000000000000213e+01
0.000000000000000000e+00,1.869999999999999929e+01,1.869999999999999929e+01
-2.000000000000000000e+00,1.819999999999999929e+01,1.900000000000000000e+01
-3.000000000000000000e+00,1.810000000000000142e+01,1.930000000000000071e+01
-5.000000000000000000e+00,1.740000000000000213e+01,1.940000000000000213e+01
-8.000000000000000000e+00,1.630000000000000071e+01,1.950000000000000000e+01
-1.100000000000000000e+01,1.509999999999999964e+01,1.950000000000000000e+01
-1.600000000000000000e+01,1.290000000000000036e+01,1.930000000000000071e+01
-2.000000000000000000e+01,1.100000000000000000e+01,1.900000000000000000e+01
-2.400000000000000000e+01,8.899999999999998579e+00,1.850000000000000000e+01
-2.700000000000000000e+01,7.199999999999999289e+00,1.800000000000000000e+01
-2.900000000000000000e+01,5.699999999999999289e+00,1.730000000000000071e+01
-3.200000000000000000e+01,3.800000000000000711e+00,1.660000000000000142e+01
-3.100000000000000000e+01,3.500000000000000000e+00,1.590000000000000036e+01
-2.900000000000000000e+01,3.500000000000000000e+00,1.510000000000000142e+01
-2.600000000000000000e+01,3.800000000000000711e+00,1.420000000000000107e+01
-2.200000000000000000e+01,4.599999999999999645e+00,1.340000000000000036e+01
-1.900000000000000000e+01,4.899999999999999467e+00,1.250000000000000000e+01
-1.500000000000000000e+01,5.500000000000000000e+00,1.150000000000000000e+01
-1.100000000000000000e+01,6.099999999999999645e+00,1.050000000000000000e+01
-8.000000000000000000e+00,6.500000000000000888e+00,9.700000000000001066e+00
-7.000000000000000000e+00,5.900000000000000355e+00,8.700000000000001066e+00
